Type	#	user	text	nextType	#	unlocks	
postdisaster1	1	Jacob	the house is destroyed	postdisaster1	2	-1	
postdisaster1	2	Jacob	like my morale haha	postdisaster1	3	-1	
postdisaster1	3	Jacob	well, not completely.	postdisaster1	4	-1	
postdisaster1	4	Holly	it’s nice to know that you’re still going strong after all of this.	postdisaster1	5	-1	
postdisaster1	5	Jacob	no, my morale is crushed	postdisaster1	6	-1	
postdisaster1	6	Jacob	but the house is still standing,	postdisaster1	7	-1	
postdisaster1	7	Jacob	bad news is that its still flooded and stuff are broken everywhere	postdisaster1	8	-1	
postdisaster1	8	Jacob	i can’t help but feel bad	postdisaster1	9	-1	
postdisaster1	9	Jacob	i feel like we could’ve prevented this or lessened some of the damage at least	choice	20,21	-1	
postdisaster1	10	Jacob	don’t be	postdisaster1	13	-1	
postdisaster1	11	Jacob	...that’s right	postdisaster1	12	-1	
postdisaster1	12	Jacob	well i shouldnt complain	postdisaster1	13	-1	
postdisaster1	13	Jacob	i was too ignorant	postdisaster1	14	-1	
postdisaster1	14	Holly	well, you DID listen to us, so you’re not THAT ignorant	postdisaster1	15	-1	
postdisaster1	15	Holly	that accounts for something!	postdisaster1	16	-1	
postdisaster1	16	Holly	maybe for now, you can try checking each room to check their conditions	postdisaster1	17	-1	
postdisaster1	17	Jacob	alright, wait a min I’ll go check the rooms on the ground floor first	postdisaster1	18	-1	
postdisaster1	18	Jacob	guys…	postdisaster1	19	-1	
postdisaster1	19	Jacob	you know the feeling when you know you bombed a test and you dont want to look at it	postdisaster1	20	-1	
postdisaster1	20	Jacob	but when you look at it you see that you DID fail and you feel terrible even if you expected it?	postdisaster1	21	-1	
postdisaster1	21	Holly	can’t say that I have.	postdisaster1	22	-1	
postdisaster1	22	Jacob	well, whatever	postdisaster1	23	-1	
postdisaster1	23	Jacob	I feel like that right now	postdisaster1	24	-1	
postdisaster1	24	Jacob	the whole ground floor is a mess	postdisaster1	25	-1	
postdisaster1	25	Jacob	I cant even imagine what my parents feel	postdisaster1	26	-1	
postdisaster1	26	Jacob	or my relatives, especially	postdisaster1	27	-1	
postdisaster1	27	Holly	Jacob….	postdisaster1	28	-1	
postdisaster1	28	Jacob	there are a couple of bedrooms on the first floor	postdisaster1	29	-1	
postdisaster1	29	Jacob	the ones they use as the masters’ bedroom and children's rooms	postdisaster1	30	-1	
postdisaster1	30	Jacob	for some reason, the guest rooms are on the second floor	postdisaster1	31	-1	
postdisaster1	31	Jacob	anyway, they said they preferred having the rooms on the first floor so that they won’t have to walk far on a tiring day	postdisaster1	32	-1	
postdisaster1	32	Jacob	which is understandable, by the way	postdisaster1	33	-1	
postdisaster1	33	Jacob	this house is HUGE	postdisaster1	34	-1	
postdisaster1	34	Jacob	but i bet they’re reevaluating their life choices right now	postdisaster1	35	-1	
postdisaster1	35	Jacob	the ground floor is a WRECK	postdisaster1	36	-1	
postdisaster1	36	Jacob	you know what’s worse?	postdisaster1	37	-1	
postdisaster1	37	Holly	Don’t tell me all the books I carefully picked out and generously lent you got destroyed. I spent a fortune on those!	postdisaster1	38	-1	
postdisaster1	38	Jacob	you mean your books that you FORCED onto me because you thought I needed help with my vocabulary?	postdisaster1	39	-1	
postdisaster1	39	Jacob	nuh-uh. no way am I reading a single one of those in my lifetime	postdisaster1	40	-1	
postdisaster1	40	Jacob	so of course	postdisaster1	41	-1	
postdisaster1	41	Jacob	I left ‘em all at home	postdisaster1	42	-1	
postdisaster1	42	Holly	For once, something good came out of your illiteracy.	postdisaster1	43	-1	
postdisaster1	43	Jacob	hey! No need to be so rude!	postdisaster1	44	-1	
postdisaster1	44	Jacob	anyway, back to the problem	postdisaster1	45	-1	
postdisaster1	45	Jacob	my relatives kept most of their valuables in those rooms including important documents	postdisaster1	46	-1	
postdisaster1	46	Jacob	like their house lease contract	postdisaster1	47	-1	
postdisaster1	47	Jacob	(I only overheard that during the adults’ talk)	postdisaster1	48	-1	
postdisaster1	48	Jacob	of course, their TV’s and gadgets all took a swim too	postdisaster1	49	-1	
postdisaster1	49	Holly	Oh no, were there some things left that were salvageable?	postdisaster1	50	-1	
postdisaster1	50	Jacob	well, there’s still stuff on the 2nd floor and above	postdisaster1	51	-1	
postdisaster1	51	Jacob	but they lost a lot	postdisaster1	52	-1	
postdisaster1	52	Jacob	even with how rich they are, there’ll be a huge dent in their savings just to recover from this	postdisaster1	53	-1	
postdisaster1	53	Holly	Well, on the bright side, they’re very privileged even recover from those losses compared to others	postdisaster1	54	-1	
postdisaster1	54	Jacob	i guess so…	postdisaster1	55	-1	
postdisaster1	55	Jacob	i just can’t help but regret, though	postdisaster1	56	-1	
postdisaster1	56	Jacob	if only we had been more prepared	postdisaster1	57	-1	
postdisaster1	57	Jacob	if only we had known what to do…	postdisaster1	58	-1	
postdisaster1	58	Holly	Well, no use dwelling on the past, as long as you make sure you learn from this.	postdisaster1	59	-1	
postdisaster1	59	Jacob	alright…	postdisaster1	60	-1	
postdisaster1	60	Jacob	i guess i should get started on pumping water out. The basement is still quite flooded	postdisaster1	61	-1	
postdisaster1	61	Jacob	getting the water out as soon as possible will lessen the damage	postdisaster1	62	-1	
postdisaster1	62	Jacob	hey, [Player], stop seenzoning, what do you think?	choice	22,23	-1	
postdisaster2	0	Jacob	my god	postdisaster2	1	-1	
postdisaster2	1	Jacob	the house is looking pretty good	postdisaster2	2	-1	
postdisaster2	2	Jacob	way better than what i was expecting	postdisaster2	3	-1	
postdisaster2	3	Jacob	… surprisingly	postdisaster2	4	-1	
postdisaster2	4	Holly	it’s nice to know that you’re still going strong after all of this.	postdisaster2	5	-1	
postdisaster2	5	Jacob	well, i am pretty strong, aren’t i?	postdisaster2	6	-1	
postdisaster2	6	Jacob	much like this house, wow	postdisaster2	7	-1	
postdisaster2	7	Jacob	can’t believe it’s still standing like this	postdisaster2	8	-1	
postdisaster2	8	Jacob	it’s flooded on the inside, but that’s whatever	postdisaster2	9	-1	
postdisaster2	9	Jacob	as if we could’ve done anything about that	postdisaster2	10	-1	
postdisaster2	10	Jacob	but man, so many expensive and precious things were saved	choice	87,88	-1	
postdisaster2	11	Jacob	dude, i was getting there	postdisaster2	12	-1	
postdisaster2	12	Jacob	well	postdisaster2	13	-1	
postdisaster2	13	Jacob	thank you haha	postdisaster2	14	-1	
postdisaster2	14	Jacob	for saving my ignorant *ss	postdisaster2	15	-1	
postdisaster2	15	Holly	well, you DID listen to us, so you’re not THAT ignorant	postdisaster2	16	-1	
postdisaster2	16	Holly	that accounts for something!	postdisaster2	17	-1	
postdisaster2	17	Jacob	you have a point :)	postdisaster2	18	-1	
postdisaster2	18	Holly	don’t let it get to your head, though	postdisaster2	19	-1	
postdisaster2	19	Holly	anyway, try checking each room to check their conditions, still	postdisaster2	20	-1	
postdisaster2	20	Holly	one can never celebrate too early	postdisaster2	21	-1	
postdisaster2	21	Jacob	alright, wait a min I’ll go check the rooms on the ground floor first	notif	19	-1	
postdisaster2	22	Jacob	guys…	postdisaster2	23	-1	
postdisaster2	23	Jacob	you know the feeling when you do well in an exam despite only reviewing an hour before?	postdisaster2	24	-1	
postdisaster2	24	Jacob	that moment when you feel like the smartest person on the entire planet	postdisaster2	25	-1	
postdisaster2	25	Holly	cramming is a self destructive behaviour	postdisaster2	26	-1	
postdisaster2	26	Jacob	well, whatever	postdisaster2	27	-1	
postdisaster2	27	Jacob	I feel like that right now	postdisaster2	28	-1	
postdisaster2	28	Jacob	the whole ground floor is a mess	postdisaster2	29	-1	
postdisaster2	29	Jacob	yet everyone is praising and thanking me	postdisaster2	30	-1	
postdisaster2	30	Jacob	my relatives, especially	postdisaster2	31	-1	
postdisaster2	31	Jacob	they kept most of their valuables down here, including important documents	postdisaster2	32	-1	
postdisaster2	32	Jacob	like their house lease contract	postdisaster2	33	-1	
postdisaster2	33	Jacob	(I only overheard that during the adults’ talk)	postdisaster2	34	-1	
postdisaster2	34	Jacob	and their gadgets (wow, a nintendo wii supreme)	postdisaster2	35	-1	
postdisaster2	35	Jacob	i followed your advice and took them to some place safer	postdisaster2	36	-1	
postdisaster2	36	Jacob		postdisaster2	37	-1	
postdisaster2	37	Jacob	tho bringing this house back to the way it was before will still take lots of money...	postdisaster2	38	-1	
postdisaster2	38	Holly	Well, on the bright side, they’re very privileged to even be able to recover, unlike the others	postdisaster2	39	-1	
postdisaster2	39	Jacob	i guess so…	postdisaster2	40	-1	
postdisaster2	40	Jacob	well, i guess i should get started on pumping water out. The basement is still quite flooded	postdisaster2	41	-1	
postdisaster2	41	Jacob	getting the water out as soon as possible will lessen the damage	postdisaster2	42	-1	
postdisaster2	42	Jacob	hey, [Player], stop seenzoning, what do you think?	choice	89,90	-1	
timer	0	system	10	notif	15	-1	
